,EMf3, ECf11, EMf1, EMf7, MVf12, EMf2, ECf9, bkEC, bkEM, bkMV, EMw3, EMw6, EMw1, EMw4, EMw7, EMw8, MVw12, EMw2, EMw5, ECw9, ECw10, MVw13
Otu00273,4,1,0,10,0,1,38,11,24,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu00274,0,0,0,1,0,0,0,0,0,0,0,0,120,0,0,1,0,0,0,0,1,1
Otu00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
Otu00276,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0
Otu00277,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
Otu00278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
Otu00279,15,11,1,31,4,7,13,6,5,2,0,1,9,0,0,0,0,0,6,0,0,0
Otu00280,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,75,0,0,0,18,0,0
Otu00281,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,8
Otu00282,3,13,3,59,0,9,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu00283,1,1,0,2,6,3,2,0,0,0,20,16,29,0,0,0,2,4,20,0,0,0
Otu00284,4,2,7,47,3,6,4,3,4,1,0,0,10,0,0,0,0,0,0,0,0,0
Otu00285,46,2,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
Otu00287,55,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00288,28,12,1,35,3,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00289,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8,80,0,0,0,0,1,0
Otu00290,44,2,11,2,0,24,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00291,2,5,24,17,0,0,24,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0
Otu00292,0,0,6,6,0,2,43,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00293,0,0,0,34,0,1,10,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0
Otu00294,3,6,12,31,6,2,5,7,12,8,0,0,0,0,0,0,0,0,0,0,0,0
Otu00295,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
Otu00296,35,1,1,1,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00297,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Otu00298,1,0,1,32,0,0,62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00299,0,34,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Otu00300,1,3,1,6,2,0,15,14,11,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Otu00302,10,7,1,32,2,5,9,9,9,0,0,2,1,0,0,0,0,0,0,0,0,0
Otu00303,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Otu00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Otu00305,1,0,0,0,0,0,0,0,0,0,0,0,72,7,10,9,0,0,0,0,0,0
Otu00306,43,8,0,22,1,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00307,0,0,0,0,0,0,0,0,0,0,0,0,0,65,35,0,0,0,0,0,0,0
Otu00308,9,4,2,31,0,0,12,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00309,4,0,9,4,0,14,17,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00310,24,3,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00311,0,1,1,22,12,13,4,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0
Otu00312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,17
Otu00313,0,0,1,4,1,0,14,6,3,53,0,0,0,0,0,0,1,0,0,0,0,0
Otu00314,1,4,1,33,4,0,9,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0
Otu00315,3,7,3,26,2,1,14,9,9,2,0,0,1,0,0,0,0,0,0,0,0,0
Otu00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0
Otu00317,5,1,6,21,0,5,19,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00318,0,11,2,50,0,12,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Otu00319,7,2,0,10,0,1,22,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0
Otu00320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0
Otu00321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,10,36,0,0,0,0,0
Otu00322,1,12,0,41,0,5,1,10,8,0,0,0,4,0,0,0,0,0,0,0,0,0
Otu00323,3,2,4,60,0,5,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00324,4,13,3,32,3,2,1,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00325,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,58,0,24
Otu00326,0,52,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00327,3,0,3,8,0,4,27,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00328,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,0,0,0,0,51,0
Otu00329,27,1,2,11,0,22,5,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu00330,0,0,0,6,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
Otu00331,0,0,0,6,0,0,0,0,0,0,0,0,0,66,8,6,0,0,0,0,0,0
Otu00332,35,1,16,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Otu00334,0,1,4,0,0,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,7
Otu00335,3,0,0,0,0,3,0,1,0,0,0,0,0,46,1,3,0,0,0,26,1,0
Otu00337,4,3,1,43,0,0,10,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00338,0,0,0,0,0,0,0,0,0,0,0,0,2,35,45,0,0,0,0,0,0,0
Otu00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Otu00340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Otu00341,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00342,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
Otu00343,4,0,7,54,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Otu00344,8,3,3,17,0,1,13,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00345,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,56,0,0,0,0,0,0
Otu00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Otu00347,41,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00348,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
Otu00349,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,16,0,0,0,0,0
Otu00350,0,2,0,6,0,0,0,0,0,0,0,0,0,0,21,40,0,0,0,4,4,0
Otu00351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Otu00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Otu00353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
Otu00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,32,0,0
Otu00355,8,1,8,10,0,0,1,5,18,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00356,2,0,3,20,1,2,5,7,15,6,0,0,0,0,0,0,0,0,0,0,0,0
Otu00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,0,0,0,0,0,0
Otu00358,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,37
Otu00359,31,15,0,1,0,12,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Otu00360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,13
Otu00361,1,0,0,17,0,4,12,15,7,0,0,0,11,0,0,0,0,0,0,0,0,0
Otu00362,2,12,2,17,0,0,18,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
Otu00364,8,8,4,28,1,12,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu00365,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,50,0,0,0,0,0,0
Otu00366,49,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
Otu00368,9,0,5,3,0,1,9,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Otu00370,1,0,1,4,0,3,27,15,5,4,0,0,1,0,0,0,0,0,0,0,0,0
Otu00371,0,6,0,0,0,0,9,11,3,0,0,8,23,0,0,0,0,0,0,0,0,0
Otu00372,1,0,4,21,6,1,6,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu00373,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,5,0
Otu00374,2,0,1,19,0,3,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00375,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,0,0,0,0,0,0,0
Otu00376,0,0,0,2,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
Otu00377,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,0
Otu00378,7,0,5,20,1,8,7,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Otu00380,2,1,0,2,0,0,48,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Otu00382,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
Otu00383,0,0,0,0,0,6,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
Otu00384,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,6,0,0,0,0,0,0
Otu00385,11,1,0,1,0,41,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Otu00386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0
Otu00387,0,19,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00388,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,13,0
Otu00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
Otu00390,2,0,0,16,1,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00391,2,13,0,12,0,0,0,2,0,0,0,1,0,21,0,0,0,0,0,0,0,0
Otu00392,0,0,0,2,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,9,16,0
Otu00393,5,2,0,3,0,1,11,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0
Otu00394,32,0,6,2,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Otu00396,5,2,7,4,0,0,7,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu00397,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
Otu00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Otu00399,4,0,6,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
Otu00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
Otu00402,3,1,6,6,0,4,8,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00403,3,3,1,21,1,2,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00404,40,0,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00405,2,6,2,15,0,1,7,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00406,0,3,0,8,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
Otu00407,1,7,3,3,0,0,23,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Otu00408,1,0,2,12,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00409,0,0,0,2,0,0,0,0,0,2,3,2,19,0,0,0,0,16,5,0,0,0
Otu00410,2,0,0,0,0,1,33,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00411,1,2,1,28,1,2,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Otu00413,0,1,4,12,4,0,7,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0
Otu00414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
Otu00415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49
Otu00416,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
Otu00417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
Otu00418,2,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00419,12,3,1,10,0,6,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
Otu00420,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
Otu00421,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0,0,0,0,3,0
Otu00422,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,7,25,0,0,0,0,0
Otu00423,2,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00424,24,1,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00425,0,0,0,0,0,0,0,0,0,1,2,12,13,0,0,0,0,1,19,0,0,0
Otu00426,7,2,0,6,0,3,7,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0
Otu00427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,44,0,0,0,0,0
Otu00428,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,15,0,0,0,0,0,28
Otu00429,0,0,0,0,0,0,0,0,0,0,0,0,3,2,18,24,0,0,0,0,0,0
Otu00430,2,1,0,2,0,1,11,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0
Otu00431,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0,0
Otu00432,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,10,0,0,0,0,0,0
Otu00433,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,36,0,0,0,0,0
Otu00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
Otu00435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
Otu00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Otu00437,0,2,1,9,1,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00438,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
Otu00439,0,0,5,27,0,0,1,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0
Otu00440,0,4,0,1,6,0,1,2,3,1,0,0,12,0,0,0,3,0,0,3,0,0
Otu00441,27,1,2,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00442,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Otu00443,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,6,4,0,0,0,0,0
Otu00444,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0
Otu00445,3,0,0,12,0,4,4,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
Otu00446,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
Otu00447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Otu00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,3,3
Otu00449,0,1,5,9,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00450,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00451,12,0,0,5,0,16,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00452,0,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00453,1,4,0,15,2,1,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00454,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,37
Otu00455,11,4,1,5,0,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0
Otu00458,0,2,2,12,0,1,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Otu00460,1,0,0,2,0,1,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00461,0,0,0,1,0,0,22,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00462,0,1,0,7,0,0,22,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0
Otu00463,2,1,1,6,0,0,9,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0
Otu00464,0,0,4,23,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00465,0,0,1,4,0,0,4,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0
Otu00466,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,2,0,0,0,0,0,0
Otu00467,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
Otu00468,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,27,1
Otu00469,2,1,2,7,2,1,4,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Otu00470,0,0,0,0,7,1,0,0,0,0,5,6,7,0,0,0,0,2,5,1,0,0
Otu00471,16,1,0,1,1,9,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1
Otu00472,0,24,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Otu00473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,32
Otu00474,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0
Otu00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
Otu00476,0,0,0,15,0,2,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00477,0,0,3,3,0,2,2,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
Otu00478,3,3,3,13,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00480,9,1,1,8,1,4,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00481,5,0,2,6,0,2,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0
Otu00483,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,26
Otu00484,0,0,0,0,0,0,2,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
Otu00485,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,1,0,0,0,0,0,0
Otu00486,0,0,0,0,0,0,0,0,0,0,15,6,10,0,0,0,0,0,7,0,0,0
Otu00487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0
Otu00488,19,7,0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00489,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00490,4,7,0,17,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00491,0,3,0,0,0,1,0,2,4,0,0,0,17,0,0,0,0,0,0,0,0,0
Otu00492,13,0,0,0,0,3,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00493,15,1,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00494,12,2,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Otu00496,5,3,0,9,1,1,2,2,3,0,0,0,1,3,0,0,0,0,0,1,1,2
Otu00497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
Otu00498,7,2,1,3,0,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
Otu00501,2,0,0,27,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00502,0,0,1,2,0,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00503,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,0,0,0
Otu00504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Otu00505,0,1,1,9,1,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00506,4,2,0,7,0,8,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Otu00507,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,0,0,5,0
Otu00508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Otu00509,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0
Otu00510,1,0,2,5,1,7,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Otu00512,13,6,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
Otu00514,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,4,0,0,0,0,0,0
Otu00515,3,0,1,2,2,1,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu00516,2,4,3,18,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00517,1,0,0,0,0,0,8,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00518,3,0,2,13,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00519,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,2,7,1,0,0,0
Otu00520,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Otu00522,1,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
Otu00523,1,1,0,11,0,1,3,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0
Otu00525,0,1,0,8,0,0,7,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00526,17,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
Otu00528,6,2,0,3,0,0,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00529,10,1,1,4,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00530,0,2,2,1,0,9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00531,2,12,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00532,0,1,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00533,11,0,0,2,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00534,0,4,0,8,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00535,0,0,2,0,0,0,10,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Otu00536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
Otu00537,0,0,1,3,0,0,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu00538,1,0,0,2,4,3,0,0,0,2,2,4,9,0,0,0,0,0,2,0,0,0
Otu00540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25
Otu00541,4,2,1,6,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00542,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0
Otu00543,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0
Otu00544,11,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00545,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Otu00546,0,0,0,2,0,0,4,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Otu00547,0,0,0,4,0,0,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu00548,0,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
Otu00549,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0
Otu00550,2,0,0,8,1,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu00551,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0
Otu00552,9,4,0,7,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu00553,8,0,0,7,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00554,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu00555,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,0,0,0,0,0,0
Otu00556,0,0,0,0,2,0,0,0,0,0,0,0,3,10,2,8,0,0,0,0,2,1
